code,name,prev_shares,curr_shares,shares_delta,prev_weight,curr_weight,weight_delta,status
2455,全新,2150000,1700000,-450000,2.78,2.29,-0.48999999999999977,DOWN
3661,世芯-KY,215000,0,-215000,1.8,0.0,-1.8,OUT
1303,南亞,5445000,5445000,0,3.06,3.24,0.18000000000000016,WEIGHT_CHANGE
2330,台積電,1116000,1116000,0,6.66,6.83,0.16999999999999993,WEIGHT_CHANGE
2059,川湖,205000,205000,0,6.2,6.36,0.16000000000000014,WEIGHT_CHANGE
3443,創意,164000,164000,0,2.54,2.69,0.1499999999999999,WEIGHT_CHANGE
8021,尖點,2682000,2682000,0,2.96,3.05,0.08999999999999986,WEIGHT_CHANGE
3017,奇鋐,1001000,1001000,0,7.97,8.05,0.08000000000000096,WEIGHT_CHANGE
3231,緯創,7245000,7245000,0,3.33,3.41,0.08000000000000007,WEIGHT_CHANGE
3665,貿聯-KY,1161000,1161000,0,5.81,5.89,0.08000000000000007,WEIGHT_CHANGE
8996,高力,1630000,1630000,0,5.32,5.35,0.02999999999999936,WEIGHT_CHANGE
3653,健策,33000,33000,0,0.43,0.45,0.020000000000000018,WEIGHT_CHANGE
2376,技嘉,508000,508000,0,0.45,0.46,0.010000000000000009,WEIGHT_CHANGE
3711,日月光投控,250000,250000,0,0.38,0.39,0.010000000000000009,WEIGHT_CHANGE
5274,信驊,11000,11000,0,0.5,0.51,0.010000000000000009,WEIGHT_CHANGE
5347,世界,629000,629000,0,0.25,0.26,0.010000000000000009,WEIGHT_CHANGE
3026,禾伸堂,261000,261000,0,0.51,0.5,-0.010000000000000009,WEIGHT_CHANGE
3081,聯亞,63000,63000,0,0.44,0.43,-0.010000000000000009,WEIGHT_CHANGE
6669,緯穎,429675,429675,0,2.33,2.32,-0.010000000000000231,WEIGHT_CHANGE
3189,景碩,844013,844013,0,1.74,1.72,-0.020000000000000018,WEIGHT_CHANGE
6274,台燿,113000,113000,0,0.4,0.38,-0.020000000000000018,WEIGHT_CHANGE
4958,臻鼎-KY,1000000,1000000,0,1.24,1.2,-0.040000000000000036,WEIGHT_CHANGE
6213,聯茂,373000,373000,0,0.51,0.47,-0.040000000000000036,WEIGHT_CHANGE
6223,旺矽,268000,268000,0,3.77,3.72,-0.04999999999999982,WEIGHT_CHANGE
2345,智邦,1074000,1074000,0,4.96,4.88,-0.08000000000000007,WEIGHT_CHANGE
8046,南電,968000,968000,0,2.68,2.6,-0.08000000000000007,WEIGHT_CHANGE
3037,欣興,2482000,2482000,0,5.98,5.89,-0.09000000000000075,WEIGHT_CHANGE
3008,大立光,293000,293000,0,4.58,4.45,-0.1299999999999999,WEIGHT_CHANGE
1815,富喬,11420868,11420868,0,3.4,3.23,-0.16999999999999993,WEIGHT_CHANGE
2383,台光電,465000,465000,0,5.93,5.51,-0.41999999999999993,WEIGHT_CHANGE
2357,華碩,196000,196000,0,0.46,0.47,0.009999999999999953,SAME
2301,光寶科,659000,659000,0,0.46,0.46,0.0,SAME
2360,致茂,76000,76000,0,0.4,0.4,0.0,SAME
2404,漢唐,155000,155000,0,0.4,0.4,0.0,SAME
2454,聯發科,145000,145000,0,1.65,1.65,0.0,SAME
5289,宜鼎,99952,99952,0,0.32,0.32,0.0,SAME
6139,亞翔,250000,250000,0,0.44,0.44,0.0,SAME
6187,萬潤,134000,134000,0,0.41,0.41,0.0,SAME
6515,穎崴,51000,51000,0,0.79,0.79,0.0,SAME
8150,南茂,1957000,1957000,0,0.43,0.43,0.0,SAME
6584,南俊國際,2231000,2231000,0,3.11,3.1,-0.009999999999999787,SAME
